date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,people_total,people_total_2nd_dose,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits,target_death,target_hosp
5/16/2020,202020,NM,35,0.444726424,0.429364691,0.600711111,0.313244444,0.230203992,0.591836735,0.291791784,,0.271102634,0.225928257,0.285735054,0.269539299,0.280116763,0.265214588,0.254726272,0.242347379,0.180763386,0.157161683,0.329701372,0.314056388,0.298461195,0.276904656,0.243189756,0.224928977,0.170134215,0.155507811,0.182242461,0.164364118,0.214807757,0.184049957,0.280225665,0.269543532,0.241276109,0.217468248,0,0,0.000593545,0.183229814,0.065707788,0.303604934,0.287056957,0,0,0.046235398,0.112529002,0.399249061,0.187739464,0.280991736,0.362380511,0.563198401,0.560156702,0,0.053191489,68,
5/23/2020,202021,NM,35,0.423307278,0.443246774,0.6592,0.312355556,0.273744242,0.597402597,0.10496843,,0.269104634,0.227835728,0.285273172,0.271650042,0.268645162,0.258614938,0.243491134,0.235232721,0.189286627,0.168860217,0.313085417,0.305983653,0.287009789,0.269710567,0.245721015,0.22889082,0.175915793,0.163196097,0.181645873,0.166081668,0.21959043,0.192360247,0.27074347,0.26435284,0.241136972,0.220521296,0,0,0.013663906,0.189440994,0.05827033,0.394876043,0.369320668,0,0,0.060665554,0.29350348,0.484355444,0.285440613,0.202479339,0.311526668,0,0.342218368,0.057692308,0.053191489,49,
5/30/2020,202022,NM,35,0.466348594,0.568838805,0.796444444,0.434133333,0.313116912,0.557977737,0.590692918,,0.372462675,0.304841952,0.381195295,0.340536097,0.379579121,0.342932609,0.346657161,0.31334707,0.272632308,0.23699834,0.421355759,0.381817665,0.38796122,0.342646312,0.348871363,0.308814598,0.260669262,0.2338998,0.266513348,0.235438595,0.305520825,0.258258348,0.374821763,0.340713635,0.337816575,0.29586445,0,0,0.037629204,0.164596273,0.050955806,0.256417422,0.240655995,0,0,0.046922548,0.20649652,0.596996245,0.509578544,0.17768595,0.198379525,0,0.283954642,0.365384615,0.031914894,43,
6/6/2020,202023,NM,35,0.454877677,0.511513964,0.896,0.409422222,0.260912481,0.583951763,0.630086513,,0.358033439,0.29643235,0.365183902,0.330246488,0.358127946,0.327718663,0.338603256,0.308087212,0.281164761,0.249462273,0.398310025,0.365310092,0.371979554,0.332234594,0.339396423,0.303864933,0.263013245,0.239130853,0.267699404,0.241389501,0.302271964,0.261298707,0.361158568,0.331230557,0.328148539,0.290986668,0,0,0.01226737,0.121118012,0.072284713,0.334264841,0.316037048,0,0,0.044272112,0.199535963,0.350438047,0.126436782,0.169421488,0.201614128,0,0.235923178,0.596153846,0.010638298,41,
6/13/2020,202024,NM,35,0.571211045,0.587783766,0.811022222,0.526222222,0.404913358,0.492115028,0.725023941,,0.447164541,0.362247251,0.465531246,0.400635971,0.449489506,0.394245059,0.439855767,0.386906146,0.360354076,0.315102215,0.505296821,0.436425699,0.471330123,0.401206504,0.433911584,0.377953303,0.341020242,0.306907521,0.350838659,0.312164923,0.380270497,0.320780622,0.462785876,0.405360061,0.416570277,0.358906311,0,0,0.010285845,0.142857143,0.050464073,0.289372829,0.271796602,0,0,0.077157161,0.157772622,0.468085106,0.329501916,0.161157025,0.229585457,0,0.349582732,0.653846154,0.021276596,39,
6/20/2020,202025,NM,35,0.57943356,0.580434428,0.850844444,0.565511111,0.420377276,0.46567718,0.815919752,,0.471112823,0.387155502,0.488471723,0.423421362,0.490846724,0.433072204,0.453874888,0.404288,0.383335342,0.33958193,0.536969169,0.46343396,0.481796034,0.417836393,0.470437071,0.414404654,0.359083585,0.324988073,0.374825613,0.339513918,0.415591979,0.35940251,0.487794926,0.429390839,0.441713563,0.385924359,0,0,0.014890635,0.114906832,0.049726474,0.288334864,0.269936917,0,0,0.054579366,0.133410673,0.551939925,0.463601533,0.144628099,0.231330166,0,0.320388803,0.692307692,0.085106383,35,
6/27/2020,202026,NM,35,0.609582783,0.600359301,0.985777778,0.625244444,0.42399649,0.435064935,0.901020955,,0.508540612,0.4077357,0.515970994,0.430762015,0.523748383,0.448571894,0.508458557,0.439303806,0.430006033,0.37627214,0.559056321,0.469151571,0.531362175,0.441503065,0.508286087,0.435485947,0.408480627,0.363877017,0.423212784,0.37871941,0.444477579,0.375396935,0.527465297,0.446805448,0.483166266,0.413008079,0,0,0.065470903,0.071428571,0.073083779,0.33036249,0.312591161,0,0,0.061156376,0.128770302,0.523153942,0.436781609,0.103305785,0.176528247,0,0.182124744,0.75,0.234042553,25,
7/4/2020,202027,NM,35,0.592325652,0.528499102,0.9792,0.624888889,0.41050669,0.445732839,0.965362204,,0.479268722,0.391949839,0.492923687,0.420123893,0.489773691,0.425185236,0.465351877,0.410930543,0.404675566,0.364268009,0.520301366,0.446443098,0.489574184,0.416523189,0.480970812,0.419769603,0.389268576,0.352239623,0.400081061,0.368599657,0.427498703,0.378361404,0.488069582,0.420353119,0.457085547,0.399314991,0,0,0.040842105,0.080745342,0.08875776,0.477593916,0.449396514,0,0,0.05830961,0.158932715,0.431789737,0.285440613,0.090909091,0.250349845,0,0.282020116,0.788461538,0.414893617,22,
7/11/2020,202028,NM,35,0.636686631,0.633839621,1,0.6848,0.333845141,0.450371058,0.997175737,,0.417585601,0.324950621,0.426712662,0.348922843,0.433876348,0.363179134,0.41398802,0.352896515,0.346929783,0.311083009,0.438530148,0.364264714,0.436726129,0.356452675,0.431436353,0.36499942,0.335183077,0.296332485,0.349225485,0.320318505,0.363422659,0.319505724,0.431054867,0.357898232,0.398339905,0.336278182,0,0,0.065360985,0.133540373,0.105107874,0.366521618,0.350368291,0,0,0.041818003,0.230858469,0.391739675,0.25862069,0.123966942,0.226209546,0,0.250352949,0.711538462,0.563829787,30,
7/18/2020,202029,NM,35,0.574967008,0.484893026,0.848177778,0.559822222,0.364224611,0.468460111,0.959827298,0.024417314,0.397445682,0.322068624,0.40701489,0.34438061,0.405964852,0.354627834,0.372491408,0.331086862,0.358154797,0.321018575,0.417184881,0.360004253,0.403880309,0.34520096,0.393673746,0.343063183,0.340494629,0.305090888,0.365812354,0.330665955,0.364764562,0.322057731,0.394482395,0.340733831,0.384057425,0.333797695,0,0,0.08501593,0.242236025,0.120658922,0.478212703,0.45469297,0,0,0.045646412,0.205336427,0.549436796,0.511494253,0.107438017,0.237124976,0,0.24337642,0.711538462,0.595744681,26,68
7/25/2020,202030,NM,35,0.515176124,0.43655071,0.782755556,0.505422222,0.369708269,0.488404453,0.900420393,0.104328524,0.373924486,0.302582583,0.386257221,0.325980496,0.388092663,0.339359333,0.351385351,0.310235686,0.330385317,0.292456626,0.401347564,0.345741251,0.38585747,0.331942141,0.37779856,0.324659358,0.306253294,0.272816646,0.341549305,0.304643248,0.352529071,0.303574239,0.378565261,0.326696967,0.358107147,0.30939223,0,0,0.058743504,0.248447205,0.126129449,0.495798235,0.471566876,0,0,0.052223422,0.20649652,0.392991239,0.260536398,0.157024793,0.283069348,0,0.31140589,0.769230769,0.531914894,38,140
8/1/2020,202031,NM,35,0.506852096,0.315531602,0.863644444,0.545244444,0.360605396,0.485621521,0.908925644,0.066592675,0.382560779,0.309991934,0.384231882,0.32496398,0.387397134,0.334722954,0.375124748,0.32674095,0.334519925,0.29462458,0.404285065,0.345285345,0.391839154,0.336053104,0.382460189,0.326966706,0.317105221,0.280409337,0.356278441,0.31441645,0.347494832,0.302145191,0.38099941,0.327347251,0.367968126,0.315093438,0,0,0.130546083,0.220496894,0.123424919,0.51320412,0.48706425,0,0,0.099931285,0.186774942,0.385481852,0.249042146,0.181818182,0.318025379,0,0.325954956,0.730769231,0.446808511,44,106
8/8/2020,202032,NM,35,0.524109227,0.324024171,0.905777778,0.555377778,0.360824742,0.461966605,0.978249931,0.072142064,0.402986499,0.325018928,0.404832508,0.33806317,0.416668447,0.354427348,0.399573055,0.341318391,0.366169034,0.318543461,0.433285557,0.363819441,0.425894094,0.359683058,0.402266884,0.340274712,0.343078831,0.29657659,0.35365113,0.311737154,0.384729819,0.332666376,0.406807697,0.343930448,0.395839903,0.333531675,0,0,0.065858741,0.145962733,0.081074436,0.527875364,0.494183926,0,0,0.095808383,0.156612529,0.478097622,0.402298851,0.123966942,0.232344638,0,0.256447583,0.826923077,0.340425532,30,111
8/15/2020,202033,NM,35,0.54583291,0.354238119,0.9616,0.616355556,0.365760035,0.441558442,0.997857456,0.049944506,0.412445775,0.322574744,0.422725142,0.341590283,0.420960832,0.349503268,0.409853758,0.338111508,0.361695196,0.312742911,0.436530793,0.358371149,0.419530274,0.344751072,0.428683956,0.350399857,0.344463248,0.292984271,0.354622862,0.305951395,0.356555347,0.299808773,0.41998301,0.345941632,0.402995328,0.330432302,0,0,,0.118012422,0.072960846,0.438580382,0.41141883,0,0,0.110827525,0.138051044,0.380475594,0.275862069,0.123966942,0.345107418,0,0.319263884,0.846153846,0.255319149,30,91
8/22/2020,202034,NM,35,0.514668562,0.308182264,0.8848,0.589688889,0.355999123,0.437384045,1,0.083240844,0.411476536,0.317570866,0.423062983,0.336833612,0.417633515,0.340003971,0.411534393,0.331504527,0.369407921,0.312528806,0.434253287,0.348894137,0.412362688,0.333994982,0.439525903,0.353019429,0.344313542,0.28558376,0.371778686,0.316019738,0.384196615,0.314863292,0.421112939,0.340259015,0.402231055,0.322752229,0,0,,0.124223602,0.061466593,0.459080203,0.428438594,0,0,0.104741337,0.084686775,0.49436796,0.444444444,0.132231405,0.289869362,0,0.453786422,0.807692308,0.180851064,32,121
8/29/2020,202035,NM,35,0.614861435,0.277641679,0.689066667,0.691911111,0.629962711,0.440166976,0.941307277,0.217536071,0.350754826,0.266138727,0.363494128,0.288513382,0.357527012,0.288806381,0.348583753,0.276568903,0.317387444,0.259891815,0.366230365,0.293958667,0.361593833,0.290042757,0.352514148,0.280532011,0.315780982,0.254591876,0.313221211,0.260135993,0.332831305,0.268848039,0.36313693,0.291796611,0.341012804,0.267984498,0,0,,0.093167702,0.053844735,0.392161364,0.366184729,0,0,0.133699813,0.099767981,0.374217772,0.277777778,0.107438017,0.26595977,0,0.31631494,0.788461538,0.138297872,26,242
9/5/2020,202036,NM,35,0.629885291,0.280581414,0.660266667,0.701866667,0.676464137,0.434137291,0.861529971,0.013318535,0.32327317,0.235405418,0.325476406,0.251460352,0.324947001,0.25683197,0.318088101,0.248186354,0.290462784,0.230254961,0.332794723,0.261497891,0.326271199,0.255531358,0.323850248,0.250944046,0.282431,0.222266782,0.269552621,0.216455599,0.308474144,0.243571436,0.326906989,0.257485948,0.310301988,0.236929506,0,0,,0.090062112,0.053475936,0.343197333,0.321406432,0,0,0.062825169,0.063805104,0.408010012,0.295019157,0.128099174,0.181069339,0,0.245514768,0.826923077,0.085106383,31,58
9/12/2020,202037,NM,35,0.650695361,0.304589254,0.675911111,0.716444444,0.672186883,0.378478664,0.948303008,0,0.369572851,0.290390259,0.385806861,0.308529932,0.380155313,0.308597501,0.363543368,0.297717341,0.329064447,0.27362693,0.402964768,0.323315643,0.390966272,0.316931051,0.368781197,0.298359162,0.316736612,0.260395837,0.340176481,0.28852178,0.339241157,0.279686646,0.384448916,0.311275146,0.357618647,0.286855568,0,0,0,0.059006211,0.037679021,0.28757635,0.268259554,0,0,0.09188181,0.106728538,0.395494368,0.270114943,0.08677686,0.31334042,0,0.382345924,0.75,0.074468085,21,46
9/19/2020,202038,NM,35,0.599634555,0.27029234,0.718222222,0.677688889,0.551765738,0.407699443,0.925741369,0.032186459,0.355539264,0.27719581,0.378901389,0.297626171,0.368130763,0.293490587,0.347803412,0.279514614,0.33379914,0.273514482,0.382764582,0.301307779,0.37864065,0.302255187,0.369971096,0.292246682,0.306810389,0.250297372,0.331114464,0.277576071,0.334416934,0.271078874,0.370189318,0.293767273,0.353048988,0.278607664,0,0,0,0.052795031,0.052308071,0.392261168,0.366047987,0,0,0.092863453,0.083526682,0.314142678,0.105363985,0.107438017,0.217910741,0,0.135067824,0.653846154,0.063829787,26,75
9/26/2020,202039,NM,35,0.522485027,0.241058305,0.879644444,0.610666667,0.415551656,0.361317254,0.906637017,0.073251942,0.336085765,0.251413932,0.346214017,0.261794189,0.341487614,0.262920191,0.343415953,0.264763797,0.318797727,0.248700784,0.347544602,0.267124029,0.34326638,0.265204212,0.349461689,0.264244978,0.309485268,0.240038839,0.309810928,0.247396484,0.296815995,0.231457931,0.345667492,0.26538995,0.337584826,0.253972294,0,0,0,0.102484472,0.07253058,0.41188271,0.386969443,0,0,0.0853048,0.116009281,0.386733417,0.204980843,0.095041322,0.325633293,0,0.324094848,0.884615385,0.085106383,23,112
10/3/2020,202040,NM,35,0.492132778,0.219990201,0.722311111,0.634488889,0.423886817,0.477736549,0.856660553,0.082130966,0.327537201,0.228091222,0.32776263,0.23313223,0.3288024,0.24093779,0.327892127,0.240703311,0.309113623,0.228098737,0.348184774,0.251740052,0.33780026,0.24341594,0.325169814,0.234697061,0.29012474,0.214020116,0.293843532,0.220905059,0.31321179,0.228284033,0.330151424,0.239500171,0.322789063,0.230214198,0,0,0,0.118012422,0.098592415,0.398608727,0.378710254,0,0,0.098066163,0.13225058,0.400500626,0.22605364,0.082644628,0.361394154,0,0.253686031,0.923076923,0.095744681,20,120
10/10/2020,202041,NM,35,0.510912598,0.27029234,0.653333333,0.672355556,0.429918842,0.480983302,0.818646626,0.10654828,0.382274357,0.254748227,0.385996337,0.260859011,0.381003043,0.267961945,0.3809444,0.270744702,0.349863268,0.252388432,0.413831069,0.284570069,0.391676239,0.271765082,0.379254617,0.262244631,0.326820739,0.234232896,0.33256299,0.242984809,0.357407941,0.251113739,0.389955576,0.270302775,0.369925278,0.255199317,0,0,,0.149068323,0.149117954,0.455926384,0.438557468,0,0,0.138509866,0.179814385,0.403003755,0.229885057,0.070247934,0.192378092,0,0.213516948,0.923076923,0.106382979,17,142
10/17/2020,202042,NM,35,0.500761344,0.271272252,0.712711111,0.684088889,0.408203553,0.479128015,0.844633089,0.149833518,0.334734049,0.240502203,0.322939397,0.232668757,0.335512265,0.247347963,0.337869923,0.250914051,0.339484027,0.263533404,0.340612354,0.249012484,0.342253799,0.250921678,0.339250245,0.248699274,0.315035728,0.238563475,0.31776749,0.24531778,0.303396899,0.2269075,0.33388282,0.244182341,0.340521695,0.248378354,0,0,,0.173913043,0.222570533,0.533174977,0.520009845,0,0,0.120938451,0.240139211,0.325406758,0.105363985,0.090909091,0.200639615,0,0.216747624,0.923076923,0.180851064,22,181
10/24/2020,202043,NM,35,0.483199675,0.265882737,0.6832,0.665066667,0.388133363,0.57096475,0.846288692,0.288568257,0.305456816,0.22839442,0.315513009,0.230087146,0.301107085,0.226712697,0.315902044,0.239187771,0.308239183,0.240101929,0.309266039,0.231729434,0.316699118,0.237045873,0.326823013,0.242420397,0.286284757,0.217879738,0.293398733,0.22834356,0.287476752,0.216360452,0.312721185,0.232127331,0.314655116,0.232763259,0,0,,0.344720497,0.288708587,0.575262486,0.568261377,0,0,0.089525866,0.380510441,0.360450563,0.136015326,0.148760331,0.293462987,0,0.417540857,0.903846154,0.223404255,36,306
10/31/2020,202044,NM,35,0.44137651,0.21525396,0.591822222,0.638933333,0.409848651,0.594155844,0.760862861,0.411764706,0.329423489,0.241708998,0.324548801,0.232052234,0.337512879,0.247948198,0.342812083,0.254049072,0.323740627,0.244446125,0.342168865,0.248731512,0.330492709,0.242638169,0.343493703,0.249835862,0.312100297,0.232376557,0.319122479,0.243326844,0.308171892,0.223787064,0.333750885,0.243822273,0.336761963,0.242596319,0,0,,0.326086957,0.334992931,0.580292626,0.579720318,0,0,0.079022283,0.438515081,0.330413016,0.042145594,0.219008264,0.534730074,0,0.714746771,0.942307692,0.276595745,53,417
11/7/2020,202045,NM,35,0.368693534,0.150906418,0.196088889,0.509155556,0.312568546,0.756493506,0.624860004,0.554938957,0.290156632,0.216293379,0.288672209,0.208746726,0.300298468,0.222908844,0.304858506,0.228565169,0.273976048,0.204430323,0.313269783,0.231628348,0.299180369,0.222047022,0.306457363,0.222261521,0.253257226,0.187733265,0.275232523,0.20703384,0.270955497,0.19356186,0.299417751,0.220910806,0.290665033,0.210154476,0,0,,0.577639752,0.441391604,0.706525211,0.710800758,0,0,0.149013449,0.549883991,0.396745932,0.157088123,0.355371901,0.481876588,0,0.558755494,0.923076923,0.308510638,86,546
11/14/2020,202046,NM,35,0.394883768,0.156132615,0.361244444,0.472355556,0.389230094,0.653988868,0.534580987,0.754716981,0.195615436,0.128564862,0.189687041,0.12753761,0.200561446,0.137287953,0.212320937,0.146644982,0.222373415,0.146873757,0.196372979,0.139801222,0.193815694,0.132953565,0.217786905,0.142679133,0.203620129,0.1343073,0.197205593,0.131084767,0.203180246,0.128562364,0.203829052,0.140394372,0.2085439,0.133723811,0,0,,0.661490683,0.583932633,1,1,0,0,0.166879356,0.501160093,0.453066333,0.250957854,0.429752066,0.655202146,0,0.755978502,0.923076923,0.393617021,104,726
11/21/2020,202047,NM,35,0.356105979,0.175404214,0.214755556,0.481955556,0.340535205,0.760667904,0.489311627,0.907880133,0.243934862,0.178068177,0.248238674,0.176068929,0.253220444,0.180788296,0.278188481,0.199499562,0.232382059,0.163023696,0.260556547,0.189478775,0.258972558,0.186963084,0.267247725,0.183997985,0.23044992,0.162420607,0.226484292,0.15859123,0.244395755,0.164582651,0.262052356,0.187927082,0.253588392,0.173905594,0,0,,0.636645963,1,0.67236217,0.76244348,0,0,0.371650142,0.636890951,0.58698373,0.450191571,0.58677686,1,0,0.888785733,1,0.5,142,864
11/28/2020,202048,NM,35,0.161709471,0.189122979,0.219555556,0.5408,0.267054179,0.842764378,0.453894723,0.856825749,0.155782816,0.123818976,0.15673594,0.121916497,0.152235195,0.117260629,0.163361321,0.124003587,0.168851256,0.120043888,0.165651892,0.134937888,0.169466663,0.13154425,0.16085339,0.114840452,0.144851748,0.10318936,0.159652902,0.114882081,0.188820992,0.131479372,0.15209659,0.11940777,0.166738355,0.11764654,0,0,,0.773291925,0.893847194,0.773553834,0.839128136,0,0,0.285461863,0.648491879,0.762202754,0.733716475,0.731404959,0.798878579,0,0.813063375,0.961538462,0.585106383,177,818
12/5/2020,202049,NM,35,0.076235915,0.176547444,0.085688889,0.345955556,0,1,0.392832216,1,0.05492914,0.050397921,0.061101729,0.055842393,0.04732382,0.044409441,0.06449576,0.05765298,0.081335233,0.059312651,0.057304998,0.06319115,0.064408203,0.061689699,0.060743723,0.044598241,0.066268717,0.04672219,0.07077381,0.052033973,0.087526613,0.062727519,0.055181573,0.052554624,0.068143341,0.050179722,0,0,,1,0.791320917,0.856411434,0.899604361,0,0,0.481594189,0.737819026,0.822277847,0.825670498,0.871900826,0.837903961,0,0.890580349,0.903846154,0.638297872,211,947
12/12/2020,202050,NM,35,0.213176327,0.240731667,0.037333333,0.475022222,0.288440447,0.830241187,0.44454544,0.926748058,0.123712931,0.096686446,0.136325927,0.099698101,0.136482207,0.09883438,0.128130563,0.091913864,0.142139648,0.094138628,0.130289177,0.103872358,0.142621072,0.106625442,0.140983622,0.091871556,0.123654157,0.081106619,0.135467315,0.088368377,0.127217687,0.079419726,0.132885299,0.098342954,0.139286379,0.091193099,0,0,,0.881987578,0.706988752,0.725158689,0.767211202,0,0,0.657995484,0.655452436,0.821026283,0.777777778,0.723140496,0.737313749,0,0.71829754,0.980769231,0.638297872,175,881
12/19/2020,202051,NM,35,0.217947417,0.268659154,0.132088889,0.416711111,0.331322658,0.81122449,0.454186888,0.924528302,0.112800542,0.105057337,0.131586479,0.107081864,0.127981411,0.102878474,0.123068991,0.096746454,0.12095959,0.085503333,0.134724632,0.115505236,0.129142504,0.107898836,0.13046221,0.094307537,0.110386837,0.07891289,0.112987904,0.079786198,0.119306116,0.083370061,0.135133845,0.108543852,0.121347107,0.088318258,0,0,,0.795031056,0.64982482,0.932731846,0.94832993,0,0,1,1,0.973717146,1,1,0.709630855,0,0.772921386,0.923076923,0.659574468,242,879
12/26/2020,202052,NM,35,0.300477109,0.333823289,0.044088889,0.645688889,0.339877166,0.774118738,0.627197325,0.896781354,0.298531727,0.275541462,0.3607042,0.276872836,0.34181526,0.263308563,0.320533947,0.240007378,0.294153423,0.222574616,0.397532913,0.29754663,0.349430992,0.270979195,0.330839609,0.245438711,0.260500617,0.201084349,0.279641175,0.212295708,0.29754612,0.220626512,0.361603962,0.27321162,0.31298352,0.23550321,0,0,,0.546583851,0.509926855,0.922292307,0.918046237,0,0,0.611367429,0.564965197,1,0.994252874,0.665289256,0.797241433,0,1,0.903846154,0.734042553,161,854
1/2/2021,202053,NM,35,0.309105675,0.323697534,0.206044444,0.411377778,0.082364554,0.857606679,0.558230129,0.931187569,0.317110176,0.28471168,0.385551667,0.27519571,0.375139284,0.271546841,0.382280954,0.276627997,0.334535648,0.261728523,0.440884968,0.307642392,0.371751126,0.273468911,0.380620964,0.271893985,0.300714804,0.230559676,0.307977,0.238667224,0.335890198,0.249252881,0.406445436,0.287492647,0.349357955,0.256343793,0,0,,0.624223602,0.501137132,0.631132979,0.650798571,0,0,0.791891627,0.734338747,0.837296621,0.724137931,0.900826446,0.753780108,0,0.888625285,0.903846154,0.872340426,218,885
1/9/2021,202101,NM,35,0.341183636,0.219500245,0.254933333,0.431644444,0.11680193,0.934137291,0.696619,0.724750277,0.195123485,0.199170603,0.227287547,0.170900825,0.239848073,0.183013459,0.255444043,0.195146791,0.253915323,0.206046591,0.23519488,0.179674035,0.249747255,0.194577816,0.258175325,0.189588313,0.223621051,0.177630012,0.22612882,0.180793221,0.241240423,0.187761802,0.239586501,0.177463755,0.250386403,0.192052123,0,0,,0.661490683,0.588542627,0.737354785,0.760784349,0,0,0.90586041,0.937354988,0.719649562,0.53256705,0.818181818,0.822507287,0,0.872474782,0.923076923,1,198,699
1/16/2021,202102,NM,35,0.335092884,0.15907235,0.121955556,0.4816,0.344812459,0.811688312,0.571410021,0.763596004,0.128863443,0.12705924,0.17153907,0.119502725,0.164670614,0.113931997,0.150090662,0.103000456,0.158404836,0.105238559,0.162944199,0.119686314,0.163573175,0.117073748,0.16992656,0.108546992,0.145517557,0.096172797,0.161636091,0.105615382,0.159399762,0.099560964,0.167375755,0.115817124,0.156992271,0.10231735,0,0,,0.667701863,0.487983281,0.680146912,0.682112383,0,0,0.785510945,0.525522042,0.431789737,0.16091954,0.73553719,0.58229621,0,0.695545665,0.923076923,1,178,734
1/23/2021,202103,NM,35,0.280174602,0.078556263,0.076977778,0.399288889,0.328580829,0.801020408,0.514989693,0.756936737,0.161725867,0.132303628,0.193399879,0.109660544,0.188877288,0.107645614,0.181557823,0.105725199,0.177326297,0.103370728,0.198704468,0.117425721,0.193599141,0.114388461,0.197433363,0.106197964,0.154391324,0.087268359,0.164908977,0.090088711,0.169079816,0.085545695,0.195230411,0.112794816,0.180874958,0.098085861,0,0,,0.375776398,0.349499047,0.857489321,0.835062354,0,0,0.818494159,0.443155452,0.231539424,0.026819923,0.847107438,0.584296464,0,0.684458284,0.942307692,0.872340426,205,728
1/30/2021,202104,NM,35,0.25449193,0.039033154,0.152,0.357333333,0.292279009,0.813543599,0.492460517,0.613762486,0.158624675,0.110217809,0.19001905,0.081915487,0.191405859,0.085123407,0.187102231,0.085483215,0.187791457,0.090319999,0.203018842,0.092874398,0.199615516,0.091713425,0.187991115,0.078781313,0.166559128,0.075290935,0.166845628,0.071321745,0.187909629,0.075667685,0.200717867,0.090940398,0.181725974,0.076047059,0.893906963,0.651169376,,0.419254658,0.304874301,0.909237894,0.875711056,0,0,0.898890743,0.684454756,0.036295369,0,0.619834711,0.67229434,0,0.762213484,0.884615385,0.734042553,150,599
2/6/2021,202105,NM,35,0.249517815,0,0,0.378666667,0.331980698,0.786641929,0.481958805,0.051054384,0.031095054,0.020249029,0.048461208,0,0.045544511,0,0.040396721,0,0.076357553,0.01758127,0.033774485,0,0.041131261,0,0.056371038,0,0.063350585,0.008263424,0.062317796,0.004160568,0.061033723,0,0.043209982,0,0.056050741,0,1,1,,0.223602484,0.225889729,0.86246956,0.821278807,0,0,0.779621086,0.400232019,0,0,0.5,0.367369206,0,0.525724061,0.826923077,0.585106383,121,92
3/7/2020,202010,NY,36,0.9060659,0.530985625,0.297082797,0.977811997,0.963981254,0.041546866,0.669845666,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.85820864,0,0,0,0,0,0,0.026100196,0,0.116129032,0,0,0,0,0,0.142857143,0.052980132,0,
3/14/2020,202011,NY,36,1,0.711465713,0.35960961,1,1,0,0.687963108,,0.938310608,0.934638544,0.952463983,0.946367139,0.953095586,0.944686751,0.949574909,0.941671526,0.923035531,0.920203422,0.95269615,0.941643539,0.948208803,0.940534788,0.945340416,0.939184315,0.923242498,0.92178419,0.907135415,0.906252606,0.932717736,0.927160408,0.931773561,0.927880458,0.948531971,0.942054772,0,0,1,0.003125,0.00410422,0,0.002260893,0,0,0.026100196,0,0.174343586,0.062736703,0.000705617,0,0,0,0.142857143,0.086092715,5,
3/21/2020,202012,NY,36,0.945800999,1,0.547672673,0.906418422,0.935059139,0.073893042,0.562868524,,0.580418629,0.558440922,0.601995497,0.581934898,0.603079189,0.57760942,0.604629094,0.577522868,0.568793806,0.549388381,0.608990903,0.584334019,0.609231902,0.584075411,0.600376632,0.577036386,0.559950838,0.540660042,0.549827121,0.532834739,0.593349069,0.57185388,0.581652902,0.562298192,0.594971294,0.571059777,0,0,0.966474147,0.01875,0.090412728,0,0.024966283,0,0,0.026100196,0.080506915,0.133833458,0.02371151,0.026813435,0,0,0,0.142857143,0.231788079,190,
3/28/2020,202013,NY,36,0.426156909,0.986587798,0.435649936,0.489255967,0.469404151,0.603795285,0.191196836,,0.215568914,0.20896572,0.233988287,0.229908076,0.237048666,0.232815934,0.233644996,0.227355764,0.189003166,0.18288783,0.24997063,0.245667861,0.249947956,0.245005368,0.232947015,0.227374803,0.17002739,0.163116602,0.193925442,0.181584812,0.239999006,0.22962587,0.216170723,0.20738572,0.210700784,0.20799697,0,0,0.681369638,0.06875,0.386682038,0,0.06641417,0,0.128949568,0.223736678,0.469211758,0.092873218,0,0.183036974,0,0,0,0.142857143,0.569536424,1297,
4/4/2020,202014,NY,36,0,0,0.238631489,0.086652201,0.091765231,0.958165612,0.000585355,,0.039258376,0.045587752,0.041930018,0.0491609,0.040818978,0.049313859,0.04169056,0.049086545,0.028946445,0.033289874,0.046464289,0.054937458,0.044801789,0.053540899,0.038616283,0.04581079,0.025890593,0.029026151,0.031159066,0.031394206,0.046896981,0.050105538,0.037207836,0.040360588,0.033573241,0.042267514,0,0,0.505080609,0.203125,0.565828914,0,0.076788351,0,0.595541934,0.588124411,1,0.152738184,0.062736703,0.591871296,0,0,0,0.142857143,0.874172185,4194,
